,P1-T1,P1-T2,P1-T3,P1-T4,P2a-T1,P2a-T2,P2a-T3,P2a-T4,P2b-T1,P2b-T2,P2b-T3,P2b-T4,P3-T1,P3-T2,P3-T3,P3-T4,P4-T1
Nate 'Goated with the Sauce' Reese,0.715411,1.477241,2.946358,8.326171,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
